Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,AccelX,AccelY,AccelTheta,StoneInRobot,StoneClamped,TryingToDeposit,ArmIsHome,ArmIsDown,ArmIsOut
21:44:27.967,60.0,8.99699377945,110.98773436220358,0.003869286371111906,-0.0536825153066851,-0.11166423813157143,0.06909440654416556,-0.9586165442411035,-1.9940057082068037,1.2338288143605476,false,false,false,false,false,false
21:44:27.998,91.0,8.984717967871543,111.01953601665949,0.01848659043975688,0.25616861090455173,1.4242807743473744,0.5862598819277421,91.8962847286748,56.140951986064024,16.166922351195918,false,false,false,true,false,false
21:44:28.025,117.0,8.998881960040809,111.05858748197632,0.040412546542724345,0.7497700318600434,1.8233536393958567,0.9277326666520352,40.074732495654864,62.82409205508007,16.504290566623318,false,false,false,true,false,false
21:44:28.036,128.0,9.018798322247049,111.08496249999192,0.049440881408652125,2.2541561336882716,3.391845727467637,0.8598217360448926,162.6520669776497,364.5162902069703,14.327528829113081,false,false,false,true,false,false
21:44:28.047,140.0,9.047820941391056,111.1057708848555,0.06233850264569181,2.9296163651232616,1.4350531309676793,1.1178215575238923,175.21438340879078,-102.51638889761014,14.745137185285369,false,false,false,true,false,false
21:44:28.082,175.0,9.179971672536091,111.15642532434313,0.10232112848051483,4.066615572553423,1.6670701377962056,1.1177682568583625,67.87293080704285,51.286597861528335,-5.737480191054718,false,false,false,true,false,false
21:44:28.107,199.0,9.27228730991793,111.1974954539604,0.13241557803360743,3.9083049481674106,1.6576087924681202,1.2897651625668043,12.465676638385522,-10.820539715708628,7.22545463661113,false,false,false,true,false,false
21:44:28.119,212.0,9.329200692875732,111.22525931910488,0.14703288210225238,3.3018063188390934,1.185816206636887,0.8598451644300682,-333.0910994889611,-294.0049610316349,-81.88804838206237,false,false,false,true,false,false
21:44:28.137,230.0,9.460284035647737,111.26218197636128,0.1741178867000357,6.5256989972587665,2.447742188966157,1.2897437855888951,-176.88058519582134,92.68753140370792,-50.252155199467154,false,false,false,true,false,false
21:44:28.161,254.0,9.679332817058649,111.33476012568674,0.2076517019163389,11.56545687413144,3.472027029764691,1.5476791248808073,616.0062926330355,113.15908413247791,38.00344295554214,false,false,false,true,false,false
21:44:28.174,267.0,9.814036515095376,111.38043052968904,0.22527845094029314,14.360769200116543,4.681334285941966,1.8056256456942799,1299.648634015712,379.67108045928717,146.15866231699022,false,false,false,true,false,false
21:44:28.186,279.0,9.946648818050868,111.42058514708484,0.24333512067214869,11.462124357720153,3.774434264024244,1.5763649044875492,137.0578406265592,142.74551825793287,23.884149698192072,false,false,false,true,false,false
21:44:28.214,307.0,10.280464404504832,111.52298086455765,0.28546735004647833,12.092710971448573,3.636534721581563,1.4617666521466341,41.556197271400805,-4.98437692879441,-10.46061983557663,false,false,false,true,false,false
21:44:28.226,319.0,10.440201466849416,111.56598136916983,0.30395394048623525,13.165208079055548,3.2033512782337157,1.5047119542835745,-48.706555608317444,-126.66546266897313,-11.942074849096054,false,false,false,true,false,false
21:44:28.237,330.0,10.602593112963124,111.61091360467643,0.32115076880228816,13.470292659904246,3.2930928274977047,1.461766652146623,-473.99282587035106,-290.28798408033254,-37.25116417142372,false,false,false,true,false,false
21:44:28.266,359.0,11.07106596124514,111.70035933721407,0.3654326017161244,17.686665347333072,3.334523767177989,1.6024436772691615,224.45072342772065,36.64447650548633,11.056086045100509,false,false,false,true,false,false
21:44:28.278,371.0,11.281286104828487,111.73195339654643,0.3839191921558813,18.79696911152814,3.1408238640364496,1.6336612984852907,438.422255564503,174.17079073166886,31.92747255917955,false,false,false,true,false,false
21:44:28.290,383.0,11.498792277473918,111.77207924838203,0.4019758618877368,21.632014578969958,2.7702051371692686,1.805711746769369,1202.1681995632555,-196.68625363371171,103.19135870951374,false,false,false,true,false,false
21:44:28.302,395.0,11.710341992109651,111.80520423215704,0.41874276949588835,19.5972695581497,3.1891481850481704,1.5476791248808017,674.8207746414009,146.9990503251102,51.58109504956642,false,false,false,true,false,false
21:44:28.334,427.0,12.315211928448383,111.90473010186894,0.4630246024097246,17.739053827832127,3.442585648294171,1.117768256858368,-275.69096277661134,78.7916323207515,-63.05923701076945,false,false,false,true,false,false
21:44:28.346,439.0,12.562639095472022,111.9483074033438,0.48022143072577744,18.83381766412115,2.7835555960058094,1.2897531036716274,-595.133790730061,-282.64795493882554,-47.77873951745235,false,false,false,true,false,false
21:44:28.359,451.0,12.801911214967415,112.00356946145243,0.49612849691812644,17.21556115853795,3.913495398897402,1.1464472032636688,-907.8745459101341,-230.54635551457042,-59.710374245483344,false,false,false,true,false,false
21:44:28.377,470.0,13.206052058302623,112.08583055720891,0.5214938186843044,18.778925743183756,3.8571030207663397,1.182273678365663,-563.5729359695034,-106.85605629171596,-34.54822730015357,false,false,false,true,false,false
21:44:28.398,491.0,13.720797331803377,112.21143057810721,0.5537378717769036,22.663736452459194,5.546064560934148,1.4616969512763018,-485.1061790701895,-114.16351779886553,-19.356692902773837,false,false,false,true,false,false
21:44:28.410,503.0,14.000116962480186,112.28059371150633,0.5705047793850553,25.243036872733775,6.19249054956659,1.461696951276324,674.2426580839021,147.06221488729224,22.101832706435435,false,false,false,true,false,false
21:44:28.424,517.0,14.32985503334545,112.37990869701876,0.5894212905327134,38.06792262556813,10.984303835922244,2.1495543401122137,4515.774076651748,1210.320291241327,248.37956712892196,false,false,false,true,false,false
21:44:28.440,533.0,14.7024381632907,112.48886353419884,0.6096275638040756,23.02313964816257,6.856684836808926,1.203750430462846,-76.58334636535824,13.678744116117182,-17.203868190343826,false,false,false,true,false,false
21:44:28.451,544.0,14.960101006442782,112.57185068676425,0.6216653436253127,23.270172935660096,7.7134244711373725,1.1178215575238994,-56.42931743065369,61.99723677893645,8.605674275113953,false,false,false,true,false,false
21:44:28.495,588.0,15.996857341464178,112.91384737434701,0.6749755114050766,22.92825681954064,7.849927057845757,1.0318352838682046,-143.15773326188366,17.433233600518033,-40.56254846733523,false,false,false,true,false,false
21:44:28.512,605.0,16.41534717331193,113.07522231493677,0.6956117053843401,23.76269320735103,8.896516130949948,1.1724943505353669,-219.98523749012142,-153.51798011425709,-10.65973508419156,false,false,false,true,false,false
