Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,StoneInRobot,StoneClamped,TryingToDeposit,ArmIsHome,ArmIsDown,ArmIsOut
18:28:24.688,135.0,9.0,111.0,0.0,5.693691164779039E-9,7.022219103227481E-8,0.0,false,false,false,true,false,false
18:28:24.772,219.0,9.02705598495,111.00647847092326,0.0021879334425036387,0.13664666703960224,0.13664666703956188,0.0,false,false,false,true,false,false
18:28:24.848,295.0,9.192378034109872,111.01124216757674,0.005251040262008735,1.5439304358595312,-0.08656414107456777,0.03548005846919608,false,false,false,true,false,false
18:28:24.933,380.0,9.63695232351893,111.0517023688272,0.019253814294032022,4.64418832535867,0.3546707687491927,0.13923241183076024,false,false,false,true,false,false
18:28:25.022,468.0,10.46197974871266,111.1272906582592,0.04507142891557497,8.601631943154048,0.6436396773139599,0.2601870954407709,false,false,false,true,false,false
18:28:25.146,592.0,12.421796200640502,111.34890722097587,0.10414563186317323,13.88355424153056,1.8305928683507298,0.4375863032870495,false,false,false,true,false,false
18:28:25.259,706.0,14.777381607596052,111.78987387929614,0.17153398189228533,20.233446880666577,3.1454324522731216,0.5978308735833693,false,false,false,true,false,false
18:28:25.338,784.0,16.88426895007657,112.21734666694474,0.2341088783478894,28.529380863835677,5.720106795206459,0.8515159163001831,false,false,false,true,false,false
18:28:25.415,862.0,19.263936312087,112.70402114747979,0.29843412155749643,31.577196141621535,6.349044219852249,0.8004656143912269,false,false,false,true,false,false
18:28:25.491,938.0,21.727639198935705,113.29468330268281,0.35969625794759824,33.90969523389269,7.916752766035989,0.9481041401250195,false,false,false,true,false,false
18:28:25.588,1035.0,24.964946162877467,114.20046526081435,0.44983911577874824,34.210329443828485,8.888856650542236,0.8751766192314491,false,false,false,true,false,false
18:28:25.746,1192.0,30.207839943355797,115.88630867847239,0.5806775356404658,34.21459782358958,10.459493464585544,0.8543347905034558,false,false,false,true,false,false
18:28:25.824,1271.0,32.74306458009123,116.84575871611916,0.6441276054730712,35.0785513149619,13.017419117012548,0.8636555102419422,false,false,false,true,false,false
18:28:25.906,1352.0,35.11310133817079,117.88661566233887,0.7049521551746724,30.043153026403658,13.43285650935675,0.7835857782720308,false,false,false,true,false,false
18:28:25.988,1435.0,37.19041815844558,118.80513477800189,0.7622760113682678,25.527527494580617,12.427739208689006,0.6510453663715303,false,false,false,true,false,false
18:28:26.084,1531.0,39.4145522139149,119.69455755479427,0.8357905750363903,24.88997781244464,9.76993358783536,0.793762216950885,false,false,false,true,false,false
