Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,AccelX,AccelY,AccelTheta,StoneInRobot,StoneClamped,TryingToDeposit,ArmIsHome,ArmIsDown,ArmIsOut
22:12:57.638,45.0,8.996992849377486,110.99920078295267,0.0021496035395065505,-0.14317531554862611,-0.051477686761635666,-149.53803598853077,-3.4089317304159747,-1.2256592640335804,-3560.4247393888872,false,false,false,false,false,false
22:12:57.666,73.0,8.987833205867764,111.01651651215069,0.013757462652842268,0.2870037751767259,1.5097411395176552,0.4729132296966561,95.53243380674643,138.65010134739222,9.075918671861706,false,false,false,true,false,false
22:12:57.675,82.0,8.99652386989459,111.03829277785712,0.02020627327136211,0.7149230078783793,2.1369828287854684,0.752370925304491,-112.81446820029132,-127.16301369612962,16.128591766364387,false,false,false,true,false,false
22:12:57.696,103.0,9.023124017537938,111.06124394904631,0.03783302229531635,2.2553035758155073,0.01640718502486217,0.9672763919120364,305.30349187610113,-332.4355117220718,39.50114815566857,false,false,false,true,false,false
22:12:57.705,112.0,9.037650936289506,111.07473254245068,0.04514167432963884,1.4901275556000948,0.3429487877212691,0.8598524860622759,-55.803713760644094,-520.1253177339756,21.494282520639995,false,false,false,true,false,false
22:12:57.719,126.0,9.075568844710627,111.10046678247741,0.05846921627457985,2.3536528729299526,1.0106647223256913,0.8598217360448941,-110.3600511392051,-257.43129942738426,-28.663257312268247,false,false,false,true,false,false
22:12:57.741,148.0,9.157344569003888,111.14040443606955,0.08168493450125128,3.823178792834614,1.989118269191888,0.9941896222389535,24.30889277889641,39.820202829056065,-13.997405118753951,false,false,false,true,false,false
22:12:57.751,158.0,9.191708496288344,111.16205517085618,0.09286287290668567,2.8351588781728894,2.069312146705799,0.9458490102125235,-240.49508048082618,-38.30539524640553,-68.77842416859635,false,false,false,true,false,false
22:12:57.767,174.0,9.252650165580668,111.18764431388776,0.11134946334644254,3.432858298219963,1.376189268771964,1.0552677874699348,-109.37695228657084,-64.90936392496164,-29.13176177020109,false,false,false,true,false,false
22:12:57.789,196.0,9.367050451429963,111.24433605995348,0.14144391289953515,6.833426266218725,3.349256099441364,1.8916078192987633,422.76308833519374,199.90339278196143,135.53913689664574,false,false,false,true,false,false
22:12:57.798,205.0,9.41339986444543,111.28072824073094,0.15305177201287087,5.441570139364952,4.27535412084262,1.2897018558827176,131.25015848782968,104.31148268101379,-0.02306116048693133,false,false,false,true,false,false
22:12:57.809,216.0,9.477557878425467,111.31778402950407,0.16551947254200922,6.135950484061011,3.490672488087419,1.1177682568583625,111.23236619016565,44.71118414144451,-5.7447692358365146,false,false,false,true,false,false
