# Teleop
Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,AccelX,AccelY,AccelTheta,NumRings,MagHome,FeedHome,LastTarget
21:56:04.917,40.0,-0.060124411,-0.014487862031461483,6.282319584918967,-2.147291470227127,-0.30269234691898594,224.36762429052854,-76.68866241550668,-10.810396040872137,8013.096142167225,0,true,false,-1
21:56:04.941,64.0,-0.17436196550415511,-0.015730328444696164,6.279722418137109,-5.411253146551596,-0.0026403586996291257,-0.14428832774121678,-115.79384405658966,8.734075850424732,-6.412922611563227,0,true,false,-1
21:56:04.956,79.0,-0.29159239987481056,-0.010734508250793376,6.274960945703705,-8.16132426410092,-0.3301706977996128,-0.43284827465387066,-92.68211467750847,-177.64728422044735,-30.915499377474454,0,true,false,-1
21:56:04.971,93.0,-0.4388607599786108,-0.006148493706429685,6.267602306488442,-12.523142087043347,0.3032895424785248,-0.649287154602138,-584.4797865998648,-7.082947092660177,-36.06982295924258,0,true,false,-1
21:56:04.985,108.0,-0.6100318009193205,0.005972391447332064,6.26024366727318,-12.512548369277615,0.8167178204621698,-0.5050211878447167,-305.85072720604137,2.403267615701568,-4.0114213437921045,0,true,false,-1
21:56:05.000,123.0,-0.8231830676395469,0.020396037010032272,6.252885028057918,-15.510784560435177,0.990703750903718,-0.505001120246058,-361.3306650873343,8.092750319591367,-4.0079173689582674,0,true,false,-1
21:56:05.014,137.0,-1.0517627403600909,0.021197414920781858,6.244227805451727,-18.062750490248256,-0.4252892956442926,-0.721430171780104,-506.2057203732829,-140.73837128075118,-30.057588565455077,0,true,false,-1
21:56:05.029,152.0,-1.3278902492276254,0.037995672651961174,6.235570582845536,-19.738537881405115,0.8134685917393079,-0.6183757392036138,-356.29248655788723,-82.07295991558158,-11.044117484415363,0,true,false,-1
21:56:05.042,165.0,-1.6098609071922203,0.05748654329407431,6.226913360239345,-21.50667099129069,1.2845953355599609,-0.649287154602138,56.754349406007776,-66.45498160067477,5.154323706315982,0,true,false,-1
21:56:05.056,178.0,-1.924728265330085,0.0801973924294512,6.217823276502844,-24.494627981846175,1.6647005833581088,-0.649287154602138,-84.83515619101577,-25.469516265987593,15.46051394887768,0,true,false,-1
21:56:05.069,192.0,-2.247704253349295,0.11600693070758804,6.210031776157272,-21.75447256611508,2.876595981018015,-0.43286301744251693,375.8134784841179,91.07487334549505,35.335910578279815,0,true,false,-1
21:56:05.083,206.0,-2.6056670040254053,0.16647711171004803,6.201374553551081,-26.823234083614345,4.044173422682454,-0.721430171780104,-365.85401274663894,128.0840882383488,-30.057588565455077,0,true,false,-1
21:56:05.101,223.0,-3.069851036090306,0.24249036141836203,6.190985886423651,-28.701328453400613,5.399437198188427,-0.6252560457222608,-329.68698659487393,219.1250963368822,-3.3425170018086408,0,true,false,-1
21:56:05.116,238.0,-3.5104126398157964,0.3091994101894409,6.180597219296222,-33.19294314046736,5.45817810880745,-0.649287154602138,-1061.7633980824237,280.81450636926604,12.023752106883046,0,true,false,-1
21:56:05.133,256.0,-4.053645861798008,0.4034016402088693,6.168044246517244,-31.154637351599433,5.498509758954504,-0.7358646233014835,-219.33733810535534,59.629910513516364,-8.65646509110071,0,true,false,-1
21:56:05.147,270.0,-4.5028366937029976,0.49583076796542197,6.158521301650434,-29.090400015350877,6.261538239173865,-0.5565381652832905,855.4899855629722,-97.27267211701655,35.33199920911963,0,true,false,-1
21:56:05.170,293.0,-5.246218346858413,0.6780500426752201,6.144236884350217,-31.6932696910161,7.678970819145528,-0.5874469480379971,114.57530456194131,-44.46801171727938,6.136044868100209,0,true,false,-1
21:56:05.188,311.0,-5.882234263312981,0.8386252545116881,6.132549633831858,-33.436205478492305,8.743798394862699,-0.4947005913629671,443.7452501028908,-41.40080995266237,36.139330180683984,0,true,false,-1
21:56:05.202,325.0,-6.400407555961681,0.9700007948061921,6.125190994616595,-32.65447266416317,8.00871255618226,-0.4947005913629671,1245.1673553670582,-392.943289879474,8.833977644560896,0,true,false,-1
