# Auto
# Red
Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,AccelX,AccelY,AccelTheta,TurretTheta,DepositSlidesDist,DepositTarget,IntakeSlidesExtend,IntakeTransfer,Depositing,Cycles,AvgCycle
19:41:35.883,28.0,137.99947512596785,83.98427480747594,1.5672971665804993,-0.018745423255516206,-0.5616116850540224,-0.12496948837192404,-0.6694796132334999,-20.0574786576643,-4.463177501532411,3.193143884391942,0.0,allianceMid,true,false,true,0,0.0
19:41:35.938,83.0,138.0181987846858,83.95435424853255,1.5791987751819656,0.9846947988748389,-0.7939625657191351,0.2941991225678141,47.62710776502263,-18.477707926921287,5.751823125986917,3.186361268894702,0.0,allianceMid,true,false,true,0,0.0
19:41:36.002,147.0,137.9797799901718,83.94226701152334,1.5640195586108663,-1.5376063321002476,-1.0406951492285346,-0.30790919087866986,-58.63934805523213,-53.291622463903174,-4.425174954418735,3.151041737038204,0.0,allianceMid,true,false,true,0,0.0
19:41:36.068,212.0,137.95348521155907,83.95872504907658,1.5683618253092246,0.4392390476570012,0.7735491841864945,0.13118569774467942,51.936783500704536,32.02901795244461,3.96288224271512,3.141025051951524,0.0,allianceMid,true,false,true,0,0.0
19:41:36.129,274.0,137.9708015017592,83.97447761659397,1.566860351486961,-0.09360417534088086,-0.06287976712565457,-0.012806378623668437,-24.158540057286782,-20.53405451875756,0.739265388552141,3.144092914506353,0.0,allianceMid,true,false,true,0,0.0
19:41:36.183,330.0,137.9724393177229,83.99681323468094,1.5666852546000174,0.18012460801994937,0.8418230554239718,-0.053934208078634215,11.734952748534957,34.45344813482385,-3.951694604227693,3.144625115210379,0.0,allianceMid,true,false,true,0,0.0
19:41:36.259,403.0,137.9671355573217,84.0639352962262,1.5685815233063467,-0.2747078922395661,0.8042094907139454,0.02449857489550106,-11.123623624037645,-6.346016557860238,-0.08135295597024324,3.1446097511999493,0.0,allianceMid,true,false,true,0,0.0
19:41:36.351,495.0,137.9733785268672,84.04415519287564,1.5682343190686532,0.10764661366906093,-0.5152452786163763,0.008996745042742055,1.8800819891774345,-14.187193351551167,0.6034436661726807,3.1445646884513545,0.0,allianceMid,true,false,true,0,0.0
19:41:36.428,569.0,137.97089734277515,83.95319079903622,1.5674582390633092,-0.05112892168987675,-1.195686136960009,-0.015434153940241875,-0.9541059326339058,1.8196115332309408,-0.2681661792388592,3.1387947588910494,0.0,allianceMid,true,false,true,0,0.0
19:41:36.493,635.0,137.98150415047175,83.89525871212379,1.5684717499651928,0.1194915248602349,-0.7001867559385433,-0.010559255881869314,-2.5834416805989346,11.129868063416671,-1.6243291715238786,3.1396798855844827,0.43750000683593765,allianceMid,true,false,true,0,0.0
19:41:36.552,694.0,137.98102965555492,83.88047469558788,1.5691325921983421,-0.005116602435408078,0.17187727371144848,-0.03482010818286679,0.19840827421521265,28.649154452140493,-3.120951298052658,3.1470383719251194,0.8750000136718753,allianceMid,true,false,true,0,0.0
19:41:36.615,757.0,137.9811087413127,83.93684708162023,1.568853602730747,0.005201048230106672,0.9912906048462514,0.0180233638269567,0.2505844025051243,6.128108106079067,1.425862802570743,3.1421056060556714,1.5312500239257818,allianceMid,true,false,true,0,0.0
19:41:36.683,824.0,137.98012458714135,84.00828052440939,1.5682826816770445,0.0035510316514885737,0.9502480407583728,0.006443369265091853,1.0911391354312474,-6.934754957407486,0.8952040789041221,3.1419052455789096,2.2968750358886725,allianceMid,true,false,true,0,0.0
19:41:36.748,891.0,138.01677545068193,83.9954595211322,1.5790533770331878,1.0480448429456624,-0.5651683739221217,0.23358642476992028,29.918124630314583,-22.322008011826064,4.34900823006089,2.9632282584559295,3.281250051269532,allianceMid,true,false,true,0,0.0
19:41:36.810,952.0,138.0024912717498,83.95259306713515,1.5836705083743963,-0.6387919986375997,-0.6463271626044725,0.06400971547566879,-26.88685494903065,3.747731056752268,-0.776176175576841,2.803561580459914,4.484375070068361,allianceMid,true,false,true,0,0.0
19:41:36.916,1049.0,138.0544072778147,83.89492731177836,1.575103066997516,0.9403690136372284,-1.007391520276236,-0.19170228691407165,17.896060033009586,-18.2382400754372,-4.566336863232228,2.4492779994985505,7.656250119628909,allianceMid,true,false,true,0,0.0
