Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,AccelX,AccelY,AccelTheta,NumRings,MagHome,FeedHome,LastTarget
20:04:22.293,24.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,-2.71251342636426E-6,-2.4466645611595313E-6,-4.1449844387652186E-8,0,true,true,-1
20:04:22.309,40.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.326,56.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.343,74.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.361,92.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.377,108.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.394,125.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.408,139.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.424,155.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.438,169.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.454,185.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.470,201.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.486,217.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.502,233.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.517,247.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.531,262.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.550,281.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.567,298.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.583,314.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.600,331.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.619,349.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.634,365.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.649,380.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.665,396.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.681,412.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.698,429.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.714,445.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.729,460.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.765,496.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.791,522.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.808,539.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.824,554.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.839,570.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.857,588.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.872,603.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
20:04:22.886,617.0,96.10802444389613,86.68863909186692,1.4686241250955587,0.0,0.0,0.0,0.0,0.0,0.0,0,true,true,-1
