# Auto
# Red
Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,AccelX,AccelY,AccelTheta,TurretTheta,DepositSlidesDist,DepositTarget,IntakeSlidesExtend,IntakeTransfer,Depositing,Cycles,AvgCycle
22:11:29.657,38.0,137.98634157667013,83.99106340349833,1.5681501726438494,-0.35943118259157397,-0.23517293111817433,-0.06963543982052037,-9.458690950161529,-6.188745292229261,-1.8325064484660283,3.2174032871223655,0.0,allianceMid,true,false,true,0,0.0
22:11:29.726,107.0,138.01889265486963,83.97929237958805,1.572869031994465,1.3381628272704063,-0.7390784050959764,0.08397995960921509,50.23709816282349,-32.9625030588589,0.9039983394915178,3.243912488472084,0.10937500170898441,allianceMid,true,false,true,0,0.0
22:11:29.789,169.0,137.9949268180702,83.97965560467897,1.568658449364353,-0.9523414100227635,0.1142963336493484,-0.07453248248677034,-36.50298320750539,6.996012835375956,-0.42707480944400406,3.2630622892340053,0.10937500170898441,allianceMid,true,false,true,0,0.0
22:11:29.854,234.0,138.0025440325398,83.9939789899987,1.5697866303941557,0.2913701251725735,0.4975929583885202,0.0173345004328354,10.78269573152071,17.16203617551747,-0.0013690533276796576,3.246111139264539,0.0,allianceMid,true,false,true,0,0.0
22:11:29.919,296.0,138.0051253787969,84.04396097669807,1.5723926715863017,0.1883626826751634,0.9005889978728274,0.10501111392023456,9.466322851557408,6.0921508446750225,4.063108337062578,3.2551658274346993,0.0,allianceMid,true,false,true,0,0.0
22:11:29.983,361.0,138.0054993192046,84.06731527054708,1.571587513489997,-0.0016686308694591231,0.10352987550853739,-0.010363535881281697,-0.45942932073077547,-15.83316295475607,0.12526426086115966,3.2609593343756416,0.0,allianceMid,true,false,true,0,0.0
22:11:30.050,424.0,137.99430437471756,84.04312154047344,1.5710753692654216,-0.24993657179606155,-0.7718503800295979,-0.020526002393582116,-4.597026132221855,-24.679641258931113,-0.7888829371115424,3.2607520638556844,0.0,allianceMid,true,false,true,0,0.0
22:11:30.148,515.0,138.00152661979564,83.99422520100825,1.569734400281692,-0.027913634857247197,-0.26880623423213645,-0.004887700526390795,-5.170744585504882,12.942211217255899,0.47467468026130166,3.256051264451736,0.8750000136718753,allianceMid,true,false,true,0,0.0
22:11:30.213,588.0,138.00206261337755,83.9924077385288,1.5697841554993086,0.016242233509824885,-0.055074633322340714,0.0015077342157494174,0.49218900802815185,-1.66892866834109,0.04568892619176548,3.252730464704795,2.406250037597657,allianceMid,true,false,true,0,0.0
22:11:30.273,649.0,138.00018065123675,83.97688220865486,1.5714439695888613,-0.06687220994457319,-0.25015886387001046,0.025922589132130018,-2.362627153831125,0.28588467091867803,-0.08445144694708548,3.259727207762258,3.500000054687501,allianceMid,true,false,true,0,0.0
22:11:30.334,714.0,138.03928931192047,84.01148809364304,1.5779208138579672,0.7243834229686896,0.7537672252720601,0.16250883507423575,7.567639592222496,13.651809971292964,3.8768819814056705,3.1194199804630727,4.484375070068361,allianceMid,true,false,true,0,0.0
22:11:30.403,781.0,138.02526893628772,84.01482001705699,1.580084522522605,-0.4781207820564064,-0.02931664385276336,0.005054543495240567,-16.141332326824283,-4.745655274370313,-1.6353583947127415,2.9536165117954223,5.906250092285158,allianceMid,true,false,true,0,0.0
