# Auto, Control award run
Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,AccelX,AccelY,AccelTheta,NumRings,MagHome,FeedHome,LastTarget,Cycles,AvgCycle
43:25.6,2138,109.8383877,34.04574935,1.528375936,-0.137694223,0.382020765,0.054106725,-17.21148656,47.75178732,6.763226187,0,false,true,3,0,NaN
43:25.6,2156,109.8386427,34.05175638,1.528375936,0,0,0,-3.187214255,-75.08894146,2.78E-12,0,false,true,3,0,NaN
43:25.6,2173,109.8446497,34.05150141,1.528375936,0,0,0,-83.43149412,3.541321028,0,0,false,true,3,0,NaN
43:25.7,2192,109.8432918,34.04855012,1.528808797,0,0,0,15.43030725,33.53735843,-4.918869872,0,false,true,3,0,NaN
43:25.7,2210,109.838389,34.04574983,1.528375936,-0.750866321,0.031871162,0,-107.659204,42.17400599,5.410677699,0,false,true,3,0,NaN
43:25.7,2228,109.8381341,34.03974279,1.528375936,-0.782760811,-0.719016586,-2.78E-14,-172.9353025,-86.69101618,-3.47E-12,0,false,true,3,0,NaN
43:25.7,2248,109.8430382,34.04254463,1.528808797,-0.246072101,0.010551449,0.086572309,-98.2563852,-25.9080844,12.98585868,0,false,true,3,0,NaN
43:25.7,2269,109.8416818,34.03959535,1.529241658,0.667467636,-0.027752372,0,142.3443139,21.91149742,-4.007917369,0,false,true,3,0,NaN
43:25.8,2289,109.8318771,34.03398745,1.528375936,-0.544765545,-0.311430008,-0.048095345,-11.0168318,-6.269627637,-0.971553154,0,false,true,3,0,NaN
43:25.8,2306,109.8433798,34.02146142,1.528375936,0.663970764,-0.458327321,0.061837574,-3.075053158,67.63575596,15.01774093,0,false,true,3,0,NaN
43:25.8,2323,109.8595505,34.00272148,1.526644492,0.593803643,-2.604296385,-0.247350296,-86.8009431,-364.7589635,-35.33591058,0,false,true,3,0,NaN
43:25.8,2345,109.8508193,33.99708839,1.527510214,-0.136170151,-0.294952853,0.043286154,47.79558924,-7.132432297,0.72146526,0,false,true,3,0,NaN
43:25.8,2362,109.8499792,34.0061519,1.527943075,-0.157179173,0.436672532,0.061837574,-26.17105574,-23.42995458,8.833977645,0,false,true,3,0,NaN
43:25.9,2410,109.8499805,34.00615237,1.527943075,-0.055011867,0.152833044,0.021642819,-4.717643831,13.0990642,1.855090286,0,true,true,3,1,2.387
43:25.9,2433,109.8499805,34.00615237,1.527943075,0,0,0,0,0,0,0,true,true,3,1,2.387
43:25.9,2449,109.838153,34.03975835,1.528375936,-0.905114281,3.047806946,0.061837574,-42.12951287,240.6138555,8.833977645,0,true,true,3,1,2.387
43:25.9,2466,109.8406015,34.12691331,1.528808797,0.252365885,6.006963646,0,26.30976349,213.7740361,-6.183552678,0,true,true,3,1,2.387
43:26.0,2485,109.8475656,34.23795054,1.530107381,0.616076668,5.32349842,0.096193238,52.68157586,-109.910583,5.878679451,0,true,true,3,1,2.387
43:26.0,2504,109.8625924,34.37875573,1.533137408,0.732825191,7.492982952,0.108216676,-12.53534526,17.74866356,-11.06709072,0,true,true,3,1,2.387
43:26.0,2524,109.8930999,34.58819717,1.535734575,1.455785812,11.97949134,0.247350296,-15.29464249,331.2995766,25.82244604,0,true,true,3,1,2.387
43:26.0,2553,109.9153953,34.98751862,1.543093214,1.865793007,27.01131064,0.432866703,189.3626926,2285.773829,30.91990904,0,true,true,3,1,2.387
43:26.1,2612,109.9557742,35.93674688,1.556079048,0.51519555,16.63158976,0.201330839,-14.50921481,46.56358224,-1.609461562,0,true,true,3,1,2.387
43:26.1,2639,109.9640015,36.52291601,1.56430341,0.527186594,20.23741381,0.317434321,33.37016225,-220.8891387,1.924167282,0,true,true,3,1,2.387
43:26.1,2656,109.9631315,36.89569962,1.569497743,0.067027928,25.33817491,0.30918787,28.70696342,828.0666473,0.883545198,0,true,true,3,1,2.387
43:26.1,2677,109.9517834,37.36466225,1.575557799,-0.679493057,21.04122535,0.216426902,-28.08937928,-260.5128173,-14.5676166,0,true,true,3,1,2.387
43:26.2,2703,109.9312443,37.9958323,1.5833493,-0.910567951,22.75375881,0.247346083,-18.66449177,-235.5464401,-8.098195206,0,true,true,3,1,2.387
43:26.2,2719,109.9122241,38.4224977,1.585946466,-1.785125816,28.75198294,0.185512722,-151.4550324,529.5427803,5.889006396,0,true,true,3,1,2.387
43:26.2,2742,109.8725032,39.00513937,1.590275078,-1.847106781,25.30885865,0.185512722,-24.66552225,-4.802450495,-0.55195083,0,true,true,3,1,2.387
43:26.2,2770,109.8225285,39.74982463,1.592006522,-1.915859895,25.94824513,0.030918787,-18.72273345,-92.50624083,-4.416875992,0,true,true,3,1,2.387
43:26.3,2799,109.7429183,40.53591143,1.592872244,-3.182863624,27.42198766,1.59E-14,-60.4425537,43.58104998,-4.122476097,0,true,true,3,1,2.387
43:26.3,2829,109.6327834,41.29127344,1.592006522,-3.698948014,23.17470611,-1.48E-14,-3.703917721,-267.2071309,3.847661831,0,true,true,3,1,2.387
43:26.3,2863,109.4790168,42.17801859,1.592872244,-4.93381667,24.11580148,0.024047991,-48.55157927,-231.9795783,-0.166988538,0,true,true,3,1,2.387
43:26.4,2892,109.3547972,42.71964807,1.588110772,-4.396478335,17.0281576,-0.199781884,-15.76207757,-229.8654583,-4.962538338,0,true,true,3,1,2.387
43:26.4,2922,109.2277567,43.11757216,1.579886411,-4.096588922,12.61699522,-0.278269083,18.49555332,-86.67251801,-0.552247012,0,true,true,3,1,2.387
43:26.4,2954,109.0899398,43.34818596,1.566467715,-4.188952693,5.142681358,-0.494700591,14.96076255,-262.093207,-9.570434972,0,true,true,3,1,2.387
43:26.5,2984,108.978263,43.40320274,1.550884715,-3.930513584,0.743139477,-0.566048672,-28.22839757,-148.0663666,-6.327806973,0,true,true,3,1,2.387
43:26.5,3013,108.8905407,43.33296698,1.543093214,-2.563916236,-3.372395596,-0.185512722,63.65991651,-131.2561451,11.48389012,0,true,true,3,1,2.387
43:26.5,3046,108.8469801,43.19885277,1.544391798,-0.707000321,-3.438364566,0.108215386,77.80610454,79.41619657,8.740475696,0,true,true,3,1,2.387
43:26.5,3078,108.8903335,43.03552976,1.557377632,1.643580969,-3.413172739,0.32464519,36.09865634,211.3322094,-10.14514162,0,true,true,3,1,2.387
43:26.6,3120,108.9447102,42.98377314,1.561273382,1.068933945,-0.176737164,-0.024047991,-21.94847769,102.6252202,-11.35603353,0,true,true,3,1,2.387
43:26.6,3164,108.9300007,43.06810584,1.56040766,-0.474641979,2.127519464,0.050924959,-13.45280177,20.21445484,6.767785665,0,true,true,3,1,2.387
43:26.7,3196,108.9241788,43.11626811,1.564736271,-0.005448686,0.693823593,0.166487957,22.86511704,-105.1029141,4.044490103,0,true,true,3,1,2.387
43:26.7,3225,108.9431391,43.10716341,1.568632021,0.732724186,-0.927214552,0.066593961,11.0031988,-85.5024519,-9.444791632,0,true,true,3,1,2.387
43:26.7,3258,108.9552322,43.0740692,1.566467715,-0.074514554,-0.801475126,-0.115430662,-53.8966502,24.61312928,-6.092253547,0,true,true,3,1,2.387
43:26.8,3287,108.9468439,43.03802419,1.563004826,0.179845939,-1.388764056,-0.066593961,65.40318111,-20.33267254,7.363734555,0,true,true,3,1,2.387
43:26.8,3314,108.9310723,43.0141018,1.562139104,-0.50969961,-0.997711278,-3.70E-14,11.16537364,-16.75430656,4.8095964,0,true,true,3,1,2.387
43:26.8,3346,108.9369108,43.01104172,1.56430341,-0.24473117,0.202329432,0.086572997,-53.60758536,37.39062108,2.37660462,0,true,true,3,1,2.387
43:26.8,3379,108.9441058,43.02902227,1.566034854,-0.458085521,0.927181788,-3.42E-14,-85.81472535,48.52475012,-6.659402493,0,true,true,3,1,2.387
43:26.9,3411,108.9441644,43.04104755,1.566034854,-0.081056637,0.200837044,0.028857207,-10.40143211,-21.95469827,3.621287094,0,true,true,3,1,2.387
43:26.9,3430,108.9574063,43.03797824,1.565601993,1.655210464,-0.383656766,-0.054106725,206.8978057,-47.95628397,-6.763226187,0,true,true,3,1,2.387
43:26.9,3463,108.9561306,43.02896608,1.566034854,-0.002044829,-0.429449769,-3.17E-14,4.542231708,-19.39724727,-1.62729271,0,true,true,3,1,2.387
43:27.0,3484,108.945323,43.02601649,1.565601993,-1.336070654,0.006940059,0,-159.7213412,28.66062959,4.007997,0,true,true,3,1,2.387
43:27.0,3513,108.9633601,43.0259228,1.565601993,1.387466468,-0.007207028,0,106.7280959,-0.554386317,0,0,true,true,3,1,2.387
43:27.0,3547,108.9561293,43.02896248,1.566034854,-0.250941067,0.159309405,-0.022782101,-4.565416913,8.339792272,-4.236695029,0,true,true,3,1,2.387
43:27.0,3568,108.9633874,43.03193158,1.565601993,0.751532277,-0.003903744,0,81.96140833,-29.33670364,4.162052135,0,true,true,3,1,2.387
43:27.1,3591,108.9621403,43.02893179,1.566034854,-0.138564425,-0.333306919,0.048095345,-15.39593952,-37.03384316,5.343889825,0,true,true,3,1,2.387
43:27.1,3638,108.9525486,43.02296442,1.565169132,0.086847383,-0.215184991,-0.030918787,29.59655771,-8.974735624,-1.271561256,0,true,true,3,1,2.387
43:27.1,3657,108.9537631,43.01995132,1.564736271,0.134949492,-0.334786853,-0.048095345,14.9942831,-37.19827909,-5.343889825,0,true,true,3,1,2.387
43:27.2,3690,108.9573437,43.02593696,1.565601993,-0.398739178,0.402903214,0,-61.99620265,27.0746385,-3.206376365,0,true,true,3,1,2.387
43:27.2,3719,108.9561279,43.02894954,1.566034854,-0.51630354,0.217415749,0.030918787,-65.5096504,15.67848264,2.208494411,0,true,true,3,1,2.387
43:27.2,3746,108.9561279,43.02894954,1.566034854,0,0,0,0,0,0,0,true,true,3,1,2.387
43:27.2,3762,108.9561292,43.02895007,1.566034854,0.152305629,-0.376434004,-0.054106725,38.05596014,-94.11654695,-13.52665394,0,true,true,3,1,2.387
43:27.3,3788,108.9560993,43.02293823,1.566034854,-0.124708973,-0.299978611,0.043286154,-20.07827676,-11.17231596,7.034039035,0,true,true,3,1,2.387
43:27.3,3819,108.9573138,43.0199262,1.565601993,-0.001951901,-0.375771738,0,-5.312738171,-35.98691821,1.803571774,0,true,true,3,1,2.387
43:27.3,3846,108.9560979,43.02293617,1.566034854,-0.375772547,0.001789244,0,-50.73873646,-16.82773178,-2.459451594,0,true,true,3,1,2.387
43:27.3,3869,108.9560979,43.02293617,1.566034854,0.858914165,-0.004089727,0,176.3845851,-0.839856687,0,0,true,true,3,1,2.387
43:27.4,3892,108.9560979,43.02293617,1.566034854,0,0,0,0,0,0,0,true,true,3,1,2.387
43:27.4,3936,108.9560979,43.02293617,1.566034854,0.171782833,-8.18E-04,0,23.9949503,-0.114252158,0,1,false,true,3,1,2.387
43:27.4,3949,108.9560979,43.02293617,1.566034854,0,0,0,0,0,0,1,false,true,3,1,2.387
43:27.4,3971,108.9554316,43.04698179,1.559974799,0.633345483,1.284842256,-0.371025444,130.3556442,37.68712039,-18.77236704,1,false,true,3,1,2.387
43:27.5,3999,108.959562,43.11602666,1.548287548,0.71420002,2.300454769,-0.399563769,81.36991242,-23.75299757,2.561100401,1,false,true,3,1,2.387
43:27.5,4022,108.9732543,43.16681344,1.541794631,0.67698223,2.236999799,-0.216426902,15.65267841,5.535076705,12.62571371,1,false,true,3,1,2.387
43:27.5,4061,108.9858024,43.22057376,1.540063187,0.258780481,0.994496986,0.020612525,-6.496753361,-39.61717923,6.707290157,1,false,true,3,1,2.387
43:27.6,4094,108.9849742,43.23864239,1.542660353,-0.067359856,0.178834026,0.025462479,-5.127575779,-44.73203802,-6.459212258,1,false,true,3,1,2.387
43:27.6,4142,108.9879655,43.24154803,1.535301714,0.286858129,0.158029303,-0.216431918,19.95907204,8.666256343,-5.611317902,1,false,true,3,1,2.387
43:27.6,4167,108.9931397,43.24436494,1.531405964,0.351594725,-0.013551765,-0.123675148,28.69612645,-25.04525477,6.379821944,1,false,true,3,1,2.387
43:27.7,4198,108.994695,43.25633887,1.533137408,0.121248147,0.405523139,0.059026318,11.12826621,3.016473757,0.496802833,0,false,false,3,1,2.387
43:27.7,4212,108.9960034,43.26231249,1.534868853,0.610892146,0.353808913,0.054108338,150.9184828,-21.25674226,-20.29035043,0,false,false,3,1,2.387
43:27.7,4229,108.9915495,43.27149706,1.534435992,-0.583742922,0.397006501,-0.054108338,-75.96834114,-33.82627728,-6.763629318,0,false,false,3,1,2.387
43:27.7,4245,108.9928895,43.27445653,1.534003131,0.191423556,0.422782704,-0.061837574,27.34634145,60.39779246,-8.833977645,0,false,false,3,1,2.387
43:27.7,4263,108.9953495,43.27436544,1.533137408,0.15982253,-0.435712005,-0.061837574,5.413360532,-100.6715521,-3.212459945,0,false,false,3,1,2.387
43:27.8,4279,108.9964669,43.27131499,1.532704547,0,0,0,-18.62376278,50.84060487,7.214308598,0,false,false,3,1,2.387
43:27.8,4297,109.003591,43.26803248,1.532271686,0.751007166,-0.028946603,0,79.92551159,34.51888197,5.410838951,0,false,false,3,1,2.387
43:27.8,4319,109.0058193,43.26192916,1.531405964,0.139181432,-0.381481445,-0.054106725,7.444016298,-20.43988589,-2.898443239,0,false,false,3,1,2.387
43:27.8,4339,108.9984626,43.25921053,1.531838825,0,0,0,76.63271523,28.31913881,-4.508996625,0,false,false,3,1,2.387
43:27.8,4356,108.999576,43.25615863,1.531405964,0,0,0,-15.4649563,42.38779406,6.0119955,0,false,false,3,1,2.387
43:27.8,4372,109.011593,43.25568817,1.531405964,1.017340075,-0.469441142,-0.061837574,67.62675225,-111.7554793,-15.70477114,0,false,false,3,1,2.387
43:27.9,4392,108.987984,43.23255794,1.528808797,-2.309599467,-1.788378543,-0.27054169,-235.2408453,-131.6393308,-29.30914997,0,false,false,3,1,2.387
43:27.9,4414,109.0278443,43.23389113,1.527510214,0.223702648,-0.00949525,-0.078700905,-288.7479051,-12.74442366,-3.577185451,0,false,false,3,1,2.387
43:27.9,4434,109.0177698,43.2222934,1.526644492,-0.545303952,-0.31048631,-0.048095345,-8.399649984,54.42432587,-0.971553154,0,false,false,3,1,2.387
43:27.9,4470,109.0240417,43.22803461,1.526644492,0.011057176,0.25027249,0,-20.39559694,11.34939066,0,0,true,false,3,2,2.2335
43:28.0,4506,109.0226787,43.22508567,1.527077353,-0.104844279,-0.226841032,0.033296981,-8.064937411,-17.44929478,2.561303954,0,true,false,3,2,2.2335
43:28.0,4544,108.9833707,43.12744248,1.530973103,-2.096581404,-3.924620082,0.115430662,-116.9916957,-149.253074,1.422040943,0,true,false,3,2,2.2335
43:28.1,4581,108.8141872,42.99251319,1.535734575,-8.738182484,-5.440438656,0.180357543,-513.7637414,-221.2239825,6.372561097,0,true,false,3,2,2.2335
43:28.1,4613,108.6411498,42.93528964,1.538764603,-6.391404318,-1.388370098,0.115430662,-123.4778807,50.18072809,2.602904763,0,true,false,3,2,2.2335
43:28.1,4660,108.4188338,43.10770441,1.542660353,-3.566689786,5.407174412,0.103061453,100.1475241,149.6752764,1.736535079,0,true,false,3,2,2.2335
43:28.2,4692,108.3664097,43.41288333,1.54915327,-0.804254228,10.35777731,0.243483892,104.2518327,102.6111183,5.072419635,0,true,false,3,2,2.2335
43:28.2,4722,108.3445718,43.78616718,1.555213326,-0.715062392,13.32852232,0.185512722,1.723141319,118.6227792,-2.208395684,0,true,false,3,2,2.2335
43:28.2,4756,108.3295703,44.18325117,1.56040766,-0.384937607,11.46739023,0.189376361,6.644248397,-24.96822147,4.321116166,0,true,false,3,2,2.2335
