Timestamp,SinceStart,X,Y,Theta,VelocityX,VelocityY,VelocityTheta,StoneInRobot,StoneClamped,ArmIsHome,ArmIsDown,ArmIsOut
20:51:34,3929.0,8.99699377945,111.01808983370262,0.01181484058951965,5.707386499918486E-12,7.039110016566133E-11,0.0,false,false,false,false,false
20:51:34,3966.0,8.989769985776803,111.08632138736421,0.05119764255458516,-3.45830731541877E-4,0.002485264948932665,0.0010133586470543173,false,false,false,false,false
20:51:34,4011.0,8.988545628852856,111.2184957728982,0.13477670005822417,-9.76656843240331E-4,0.0022756487560405348,0.0018753715221459764,false,false,false,false,false
20:51:34,4110.0,9.372686974700885,111.54610181235526,0.32337656280203786,0.004113121399477251,0.003673720179308854,0.00197205734284328,false,false,false,false,false
20:51:34,4163.0,9.666788869492558,111.71006961320143,0.4550901560407569,0.006259857855689361,0.0028913588605530547,0.0029230790791848625,false,false,false,false,false
20:51:34,4202.0,9.84505600534051,111.84259713366669,0.5307926531513828,0.005131229675096638,0.003192997797977254,0.0022651546228272977,false,false,false,false,false
20:51:35,4261.0,10.110402479656603,111.96772245053198,0.6336255249490538,0.005552096995252498,0.0024184858287630024,0.001956269901532663,false,false,false,false,false
20:51:35,4299.0,10.279242988823315,112.03341153635337,0.6861359275691411,0.0047540258505579585,0.0018134365783872024,0.0014048835788707554,false,false,false,false,false
20:51:35,4362.0,10.57666895263578,112.1149460903075,0.7539618642867539,0.0047508178026968535,0.001254959382144158,0.0011668978360019416,false,false,false,false,false
20:51:35,4431.0,10.937684121041102,112.22093738486859,0.8034091600873362,0.0035698006289289984,0.001248781453306691,7.220180360262007E-4,false,false,false,false,false
20:51:35,4493.0,11.355279775103297,112.39649915392748,0.8349154016593887,0.0064646620403982615,0.0025355801306073287,5.469833606259106E-4,false,false,false,false,false
20:51:35,4531.0,11.681630007864948,112.55185083425565,0.8493557623799126,0.008140926618738012,0.0038405886084530373,3.861059016182826E-4,false,false,false,false,false
20:51:35,4580.0,12.154293301800756,112.82165979384865,0.8629209497234352,0.008224683844410012,0.0046431356802168955,2.7713823605046337E-4,false,false,false,false,false
20:51:35,4660.0,13.157102707811184,113.4223373092822,0.8812995906404658,0.011774795451742022,0.007263093443113345,2.702741311328024E-4,false,false,false,false,false
20:51:35,4698.0,13.778276460181962,113.78352818916628,0.8900513244104804,0.014798382130838414,0.008635381785190386,1.7122957376115432E-4,false,false,false,false,false
20:51:35,4734.0,14.38324192500098,114.13373328336495,0.8966151247379913,0.0140497637462922,0.007963634762689546,2.0727790507928624E-4,false,false,false,false,false
20:51:35,4775.0,15.151760555048364,114.55965768153906,0.9036165117540029,0.01646032460186042,0.009202577888888726,2.0837461357177335E-4,false,false,false,false,false
20:51:35,4836.0,16.404751932183178,115.29187290306272,0.9075547919505095,0.020434656653226968,0.011935478248240016,9.845700491266374E-5,false,false,false,false,false
20:51:35,4901.0,17.846279149584642,116.06559442100793,0.9093051387045125,0.021773928068069232,0.011781915596418998,1.0418730678590518E-5,false,false,false,false,false
20:51:35,4963.0,19.35426092386185,116.9147552233924,0.9097427253930133,0.024142597964128796,0.01389840040131971,1.0176434616297714E-5,false,false,false,false,false
20:51:35,5026.0,20.96570103787339,117.8167161566636,0.9106178987700148,0.0229472565235408,0.012801076389788505,-2.0837461357175747E-5,false,false,false,false,false
20:51:35,5067.0,22.047307582397327,118.46179871200748,0.9141185922780204,0.027036863952674246,0.015866030595895017,9.212351336857231E-5,false,false,false,false,false
20:51:35,5106.0,23.08770022873355,119.10209878656609,0.9141185922780205,0.028896601488298403,0.01739080637040047,-2.1879334425034535E-5,false,false,false,false,false
20:51:35,5167.0,24.76051705385223,120.06331305839359,0.9110554854585153,0.027440805790275538,0.01624672177685227,-1.2870196720611816E-5,false,false,false,false,false
20:51:36,5231.0,26.48387060204334,121.06666234281342,0.9141185922780205,0.027172786715050593,0.016040541192606107,2.134569212198762E-5,false,false,false,false,false
20:51:36,5274.0,27.722020558802424,121.77906812788291,0.9163065257205241,0.026814315931348955,0.015299616860347885,6.251238407153253E-5,false,false,false,false,false
20:51:36,5313.0,28.779851517371956,122.40738776306459,0.9163065257205242,0.029062925277593073,0.01714210276236501,1.9890304022763715E-5,false,false,false,false,false
20:51:36,5376.0,30.498518148428012,123.4187333718404,0.919369632540029,0.029414165479155343,0.01711735057476161,-2.303087834214746E-5,false,false,false,false,false
20:51:36,5466.0,32.816988416653736,124.78934985987102,0.9184944591630279,0.027877055003498893,0.017178630049109245,2.4310371583377873E-5,false,false,false,false,false
20:51:36,5510.0,33.93688098938279,125.31940455106826,0.9202448059170308,0.020927350377385648,0.010323079786694223,9.945152011379839E-5,false,false,false,false,false
20:51:36,5544.0,34.75985314813302,125.65274685436613,0.9211199792940321,0.024601760701859376,0.009610059192001566,2.4310371583347035E-5,false,false,false,false,false
20:51:36,5604.0,36.1688351012265,126.16463852213967,0.9215575659825325,0.023150254428980502,0.008570557140002407,3.125619203576626E-5,false,false,false,false,false
20:51:36,5642.0,37.015183744415395,126.40496009906072,0.9189320458515283,0.023351556716391622,0.007502811891179225,-6.9092635026419E-5,false,false,false,false,false
20:51:36,5703.0,38.289318810152324,126.73273466485237,0.9171816990975256,0.019110866989246456,0.00475340484049786,-4.9725760056899196E-5,false,false,false,false,false
20:51:36,5769.0,39.56813561530386,127.05997068748472,0.9167441124090248,0.017355841114995857,0.0036645420422278517,1.9025508195662898E-5,false,false,false,false,false
20:51:36,5809.0,40.24304825815495,127.27344908781768,0.9154313523435226,0.016807917536352853,0.0050214705442053805,-3.978060804551734E-5,false,false,false,false,false
20:51:36,5844.0,40.81178514100856,127.45795350963942,0.9136810055895194,0.016672137559690502,0.004745982488309527,-4.606175668428323E-5,false,false,false,false,false
20:51:36,5880.0,41.31553295210524,127.65037634889643,0.9132434189010191,0.015305150754966084,0.00617747630070279,4.606175668428323E-5,false,false,false,false,false
20:51:36,5982.0,42.385495499881465,128.17272921722108,0.9128058322125182,0.012160835825110579,0.0056615465970771784,1.6206914388908304E-5,false,false,false,false,false
20:51:36,6024.0,42.669327967416784,128.32194563430255,0.9132434189010188,0.007900501542803084,0.004658923508355567,2.4310371583365537E-5,false,false,false,false,false
20:51:36,6064.0,42.86032116573959,128.41376958242876,0.9128058322125178,0.005796737584456856,0.0024871357678553827,2.4310371583377873E-5,false,false,false,false,false
20:51:36,6121.0,42.97522239782899,128.47311299025984,0.9106178987700142,0.003444878108830096,0.001611882829726241,-5.469833606258634E-5,false,false,false,false,false
20:51:36,6157.0,42.96309892109686,128.46730191877256,0.9106178987700148,-2.638402189631961E-4,2.048431330779168E-4,0.0,false,false,false,false,false
20:51:36,6210.0,42.92677013431129,128.41939468148988,0.9132434189010189,-8.413540930513088E-4,-9.428058873564374E-4,4.2347098887160036E-5,false,false,false,false,false
20:51:37,6250.0,42.908119132641275,128.39961445262773,0.914556178966521,-5.939003403202424E-4,-4.0461756370808126E-4,1.9890304022773808E-5,false,false,false,false,false
20:51:37,6322.0,42.90554585191158,128.38641879174276,0.9145561789665207,-5.718401621537497E-5,-2.932369085549959E-4,-4.934324553889585E-18,false,false,false,false,false
20:51:37,6345.0,42.909076914360845,128.40267120024023,0.9141185922780202,-6.349991281643005E-4,0.0011214005863943537,-7.293111475013363E-5,false,false,false,false,false
20:51:37,6389.0,42.967953803993574,128.48253539604238,0.9180568724745267,0.0013787094577284937,0.0017488634135310753,9.724148633350327E-5,false,false,false,false,false
20:51:37,6468.0,43.161824412432644,128.70143408245804,0.9289965396870454,0.0023595031055227977,0.0025715055538917397,1.2307125614082967E-4,false,false,false,false,false
20:51:37,6530.0,43.32324157244218,128.88108832247468,0.9377482734570598,0.0027411197176116175,0.0030179773462819526,1.5315534097524452E-4,false,false,false,false,false
20:51:37,6573.0,43.44140735525057,129.014408381492,0.9443120737845708,0.0028924520354099313,0.0032842209350874897,1.5315534097524175E-4,false,false,false,false,false
